2463	1
5940	2
9436	3
4287	4
2471	5
4896	6
3402	7
4126	8
881	9
1523	10
8590	11
2232	12
2436	13
7409	14
9471	15
8675	16
3351	17
4120	18
8185	19
1221	20
6151	21
5888	22
5753	23
8601	24
4377	25
9764	26
4391	27
9146	28
6408	29
178	30
1679	31
700	32
5911	33
1491	34
7202	35
6087	36
8589	37
298	38
7275	39
8649	40
5227	41
8567	42
2151	43
2321	44
9360	45
1209	46
1572	47
2253	48
1292	49
2139	50
4049	51
2481	52
3246	53
2763	54
7873	55
5705	56
3605	57
3703	58
2226	59
9896	60
647	61
6286	62
607	63
1308	64
3724	65
6464	66
1669	67
1502	68
7887	69
8147	70
2832	71
4660	72
9710	73
9029	74
5395	75
4422	76
6294	77
1954	78
4941	79
2679	80
4798	81
9745	82
4885	83
5574	84
3558	85
8370	86
2176	87
5360	88
6372	89
492	90
9952	91
8757	92
4851	93
670	94
8665	95
3503	96
462	97
72	98
6315	99
8755	100
3141	101
5349	102
1722	103
6858	104
8959	105
7445	106
2264	107
286	108
2310	109
1176	110
3311	111
2873	112
2651	113
2063	114
7761	115
1869	116
9203	117
9014	118
3126	119
6988	120
7007	121
661	122
1062	123
2500	124
1446	125
9634	126
8210	127
67	128
7987	129
9129	130
4399	131
2337	132
4486	133
745	134
7831	135
6997	136
6676	137
3623	138
1645	139
6631	140
5407	141
9791	142
6182	143
9138	144
2977	145
8538	146
5119	147
4135	148
6687	149
6985	150
6602	151
183	152
5295	153
5175	154
8211	155
1067	156
5737	157
4046	158
8155	159
3563	160
3219	161
7396	162
5470	163
5896	164
8085	165
9679	166
1082	167
8291	168
7267	169
7088	170
9172	171
6512	172
1896	173
6731	174
9376	175
6235	176
6957	177
2380	178
650	179
645	180
5715	181
3321	182
6599	183
4193	184
6440	185
2315	186
8816	187
9943	188
7	189
5596	190
4275	191
115	192
8180	193
3490	194
9616	195
323	196
9650	197
8621	198
8986	199
5563	200
9468	201
7389	202
7923	203
3317	204
9435	205
1762	206
3333	207
1885	208
6536	209
1243	210
9217	211
3334	212
6505	213
7618	214
7640	215
9396	216
143	217
9613	218
6971	219
9888	220
6135	221
4778	222
8945	223
905	224
1703	225
6855	226
1377	227
8560	228
3267	229
8503	230
6777	231
6417	232
109	233
5748	234
1750	235
255	236
7191	237
7321	238
3869	239
1881	240
7846	241
168	242
1982	243
9683	244
8804	245
9197	246
4671	247
3455	248
448	249
236	250
2387	251
3593	252
1224	253
8224	254
1210	255
3036	256
6712	257
2496	258
5477	259
6680	260
1223	261
3205	262
5873	263
822	264
8472	265
8064	266
2785	267
6199	268
6002	269
8455	270
3408	271
9645	272
8925	273
7285	274
7688	275
6627	276
8672	277
3599	278
8236	279
8961	280
2605	281
430	282
856	283
7420	284
7201	285
6990	286
5370	287
8004	288
4426	289
4304	290
2795	291
3441	292
9612	293
1766	294
9141	295
3948	296
2241	297
2235	298
1295	299
3833	300
929	301
331	302
4432	303
2330	304
6801	305
4594	306
7090	307
5058	308
6053	309
970	310
5246	311
6897	312
7827	313
1488	314
3329	315
6006	316
3662	317
1842	318
1734	319
1410	320
415	321
7233	322
8044	323
9884	324
5669	325
4999	326
2809	327
1027	328
4044	329
2322	330
692	331
8743	332
1070	333
2495	334
1580	335
1455	336
7240	337
9090	338
5732	339
2475	340
6014	341
7486	342
6200	343
7728	344
2519	345
3592	346
9933	347
9391	348
6035	349
8857	350
9732	351
4061	352
7028	353
8230	354
4693	355
767	356
2484	357
3	358
1801	359
7342	360
9057	361
2411	362
8095	363
6742	364
1989	365
8494	366
884	367
867	368
6775	369
2876	370
9490	371
7693	372
8928	373
8384	374
9405	375
3276	376
668	377
931	378
2692	379
2327	380
7118	381
146	382
7359	383
3969	384
5411	385
354	386
3198	387
1623	388
9506	389
4188	390
6456	391
6903	392
7974	393
9508	394
206	395
632	396
8402	397
8462	398
1617	399
7237	400
6144	401
7997	402
8790	403
7783	404
7038	405
9033	406
3587	407
3643	408
2499	409
5434	410
5707	411
2961	412
4916	413
544	414
3282	415
8333	416
5837	417
3482	418
5635	419
4279	420
3145	421
2213	422
4635	423
7238	424
7434	425
9580	426
7642	427
1304	428
36	429
1933	430
9085	431
5420	432
1117	433
1683	434
1392	435
6517	436
9399	437
2070	438
2926	439
3093	440
4517	441
5735	442
2094	443
6675	444
4246	445
8863	446
4814	447
7300	448
2435	449
5778	450
6375	451
5274	452
7372	453
3820	454
23	455
5143	456
3557	457
605	458
7206	459
6932	460
7036	461
6908	462
1743	463
9931	464
7062	465
2944	466
4428	467
5578	468
2127	469
1944	470
1945	471
3055	472
9120	473
8576	474
4060	475
2051	476
2458	477
3517	478
5179	479
9401	480
3017	481
1220	482
4591	483
9688	484
3754	485
762	486
1638	487
3149	488
1932	489
8227	490
3647	491
2501	492
8205	493
2417	494
3748	495
8421	496
5882	497
7176	498
4013	499
9132	500
5483	501
2446	502
8697	503
3638	504
6559	505
1984	506
2393	507
6060	508
6353	509
6468	510
7208	511
4381	512
9806	513
1134	514
6072	515
8481	516
3371	517
5842	518
6480	519
9339	520
7903	521
6264	522
4122	523
1555	524
5758	525
6779	526
7147	527
7093	528
6928	529
2942	530
5874	531
4479	532
5135	533
6051	534
5565	535
3015	536
7800	537
3170	538
8217	539
5063	540
311	541
5784	542
4267	543
4915	544
6560	545
8191	546
1068	547
390	548
1458	549
823	550
7720	551
4398	552
6231	553
9	554
502	555
5981	556
124	557
1796	558
3936	559
5239	560
4384	561
8955	562
6628	563
2026	564
8434	565
1229	566
9758	567
4	568
7129	569
7350	570
3771	571
8116	572
1843	573
4213	574
4585	575
8404	576
9034	577
4495	578
8761	579
4830	580
2416	581
8796	582
2906	583
3069	584
1226	585
6083	586
542	587
4	588
7759	589
6755	590
2095	591
8371	592
8588	593
8950	594
8591	595
5793	596
1434	597
1619	598
631	599
8429	600
245	601
4409	602
6344	603
8568	604
8622	605
8194	606
405	607
6567	608
6550	609
5008	610
7243	611
3873	612
963	613
9042	614
4431	615
4315	616
9626	617
2648	618
8029	619
8235	620
1700	621
2126	622
6859	623
5336	624
4924	625
3354	626
1549	627
1663	628
401	629
437	630
3328	631
9438	632
7627	633
2717	634
1473	635
45	636
9950	637
3917	638
2351	639
3469	640
7621	641
3595	642
2392	643
6477	644
6125	645
5595	646
4158	647
2734	648
4772	649
6285	650
4015	651
3548	652
9102	653
7050	654
9779	655
1976	656
7862	657
6297	658
1238	659
888	660
5487	661
8443	662
3377	663
7474	664
6973	665
9962	666
506	667
5393	668
9431	669
1535	670
9588	671
1167	672
768	673
5526	674
8046	675
9220	676
9849	677
9349	678
854	679
2744	680
4114	681
844	682
2434	683
7795	684
14	685
7316	686
7283	687
6209	688
7548	689
8345	690
1485	691
4269	692
2031	693
900	694
3626	695
2713	696
46	697
9475	698
7506	699
4586	700
225	701
3657	702
2413	703
2762	704
6179	705
3924	706
7503	707
1868	708
8016	709
8498	710
3841	711
7144	712
883	713
246	714
8142	715
7812	716
8414	717
153	718
6792	719
5661	720
1089	721
8881	722
1729	723
4852	724
3424	725
6989	726
8131	727
1274	728
9514	729
8604	730
7266	731
3774	732
4247	733
4444	734
6575	735
157	736
7609	737
621	738
9351	739
5877	740
7367	741
7467	742
1866	743
2949	744
7406	745
6853	746
4872	747
7217	748
2867	749
2345	750
8166	751
7982	752
2530	753
78	754
5944	755
6092	756
2160	757
7092	758
560	759
2307	760
268	761
4169	762
5329	763
2578	764
9182	765
9184	766
1222	767
6651	768
1844	769
9532	770
1133	771
5847	772
7336	773
1058	774
5259	775
2402	776
5433	777
9226	778
3338	779
8324	780
3590	781
2259	782
944	783
8578	784
5267	785
172	786
258	787
1709	788
7080	789
2617	790
9408	791
5977	792
8694	793
2077	794
1096	795
8039	796
3320	797
1038	798
1657	799
570	800
4225	801
6646	802
2009	803
1876	804
7841	805
5461	806
3273	807
6527	808
526	809
1655	810
873	811
5128	812
6	813
7002	814
1016	815
2597	816
8388	817
5214	818
148	819
5569	820
4131	821
4149	822
5507	823
9505	824
6959	825
8787	826
4901	827
3893	828
9687	829
2623	830
5415	831
3864	832
3277	833
3792	834
309	835
9566	836
1323	837
9761	838
7221	839
4590	840
4040	841
8866	842
638	843
3929	844
2024	845
4448	846
7803	847
8814	848
1590	849
3932	850
2830	851
6370	852
468	853
7490	854
5616	855
1161	856
1230	857
5194	858
6661	859
2098	860
7648	861
1802	862
6758	863
2399	864
4856	865
1689	866
789	867
239	868
9383	869
2964	870
5345	871
7660	872
9048	873
4082	874
6649	875
8758	876
8274	877
1120	878
9525	879
9727	880
2676	881
2983	882
272	883
5780	884
4342	885
4505	886
5790	887
1728	888
1324	889
6409	890
7850	891
3795	892
3178	893
5164	894
4625	895
9221	896
3652	897
9131	898
8258	899
6068	900
1542	901
7716	902
6737	903
219	904
6953	905
709	906
1578	907
463	908
6219	909
5478	910
